Start,End,Open,High,Low,Close,Volume,Market Cap
2025-08-14,2025-08-15,0.36464707866985185,0.3749112454888077,0.3363373401183318,0.33665738667255174,4543.539805923345,0
2025-08-13,2025-08-14,0.34661983539130803,0.36674028952546334,0.3323501374682262,0.36464707866985185,3308.219547735189,0
2025-08-12,2025-08-13,0.316652429433718,0.35192687820093205,0.312150666161006,0.3468995542460316,3591.833298606268,0
2025-08-11,2025-08-12,0.3235800932151146,0.3402631445370017,0.3165914741449649,0.3167309289709299,4437.073953658534,0
2025-08-10,2025-08-11,0.3308364242686329,0.3317697589500662,0.312590622,0.32358005401219475,4715.025924738678,0
2025-08-09,2025-08-10,0.3327759812046062,0.3379900365838455,0.3274702598923773,0.3315149072059159,4271.686616027875,0
2025-08-08,2025-08-09,0.29025223600000005,0.3337853414714715,0.290123208,0.33286838173396693,3102.9833923344963,0
2025-08-07,2025-08-08,0.291440796,0.29466775799999995,0.2893,0.29023772600000003,2534.861740766549,0
2025-08-06,2025-08-07,0.29146210499999997,0.29670296700000004,0.291332978,0.291537895,2613.6711554006965,0
2025-08-05,2025-08-06,0.2917389617871867,0.296649561,0.29130966599999997,0.291359204,2556.498217770037,0
2025-08-04,2025-08-05,0.29600592,0.29692375200000004,0.291353376,0.291388586541004,2543.6937641114987,0
2025-08-03,2025-08-04,0.29140963499999994,0.29547045,0.29078774552017184,0.29470589399999997,3381.604789547037,0
2025-08-02,2025-08-03,0.2912141738090597,0.2958189875424791,0.29001089373398453,0.29190948,2992.003168559489,0
2025-08-01,2025-08-02,0.3082555360256685,0.31555171473349486,0.29119615955861444,0.2914054810609197,2809.8972682926837,0
2025-07-31,2025-08-01,0.30992066264197576,0.316422638297406,0.30824856529631756,0.30824856529631756,3234.425515331009,0
2025-07-30,2025-07-31,0.310441005,0.31648734,0.30861665099999996,0.3099394219418954,2807.060856794426,0
2025-07-29,2025-07-30,0.31535798798448966,0.31975530946815717,0.30857651999999997,0.31053788,2826.9874491289193,0
2025-07-28,2025-07-29,0.32354426684063275,0.326547154556077,0.3150873265957287,0.31527509490941474,6457.656896864114,0
2025-07-27,2025-07-28,0.321059925090247,0.327929597488981,0.31647953090550107,0.3232474010490362,3416.698468989542,0
2025-07-26,2025-07-27,0.3217257965508772,0.326105050780642,0.3187758350148015,0.3212337251714321,3595.6631745644586,0
2025-07-25,2025-07-26,0.34746036503745875,0.34746036503745875,0.3221664822557298,0.3221664822557298,6956.6922738675985,0
2025-07-24,2025-07-25,0.35022253500000006,0.3567182128140856,0.34694335945983457,0.34694335945983457,4220.041404529616,0
2025-07-23,2025-07-24,0.3565798725885537,0.36051544127499646,0.34805916,0.348325352,5481.270812891986,0
2025-07-22,2025-07-23,0.3619691062322673,0.365068028768277,0.3332121311721715,0.35679485968654473,6199.245747038321,0
