Start,End,Open,High,Low,Close,Volume,Market Cap
2024-08-21,2024-08-22,0.021869399029832887,0.02292625507902722,0.02179698304295336,0.02276102830292541,3044359.306620209,87405669.81881534
2024-08-20,2024-08-21,0.02147409725349769,0.022163576676570797,0.021309090495722938,0.02186397200433444,2055695.6898954704,84284590.01393728
2024-08-19,2024-08-20,0.020944429240567032,0.021482145544206566,0.02068683861074331,0.021464964002424113,1464220.1149825784,81722284.15679443
2024-08-18,2024-08-19,0.020710217428499367,0.021203633283610416,0.020635354156361436,0.02094874775337634,1011225.93728223,81309795.60278745
2024-08-17,2024-08-18,0.02086572016377004,0.020917938998593556,0.02065560597504269,0.020704429500067314,1559087.0731707318,80696944.25087108
2024-08-16,2024-08-17,0.02089316481959058,0.021133321414697166,0.020343549332835918,0.020864960913147587,2749439.8780487804,81029690.91289198
2024-08-15,2024-08-16,0.021117517242699776,0.02169885321488067,0.020570123209054252,0.020937691563842925,2782289.052264808,82127383.70383275
2024-08-14,2024-08-15,0.021592529471575802,0.021592529471575802,0.020912465534507083,0.021105830678205793,5113269.6027874565,82665778.03832753
2024-08-13,2024-08-14,0.020901836981911462,0.022159497654891627,0.020743498916121303,0.0216549288482998,4947306.37979094,82895228.12891985
2024-08-12,2024-08-13,0.020401729097108537,0.02113612365943097,0.020053255895632355,0.02092534680711815,2358234.912891986,80577405.88850175
2024-08-11,2024-08-12,0.021836510197473267,0.022664221156561346,0.02026365382347216,0.020313894894862895,1685835.9651567945,83225834.55400696
2024-08-10,2024-08-11,0.021711682279484747,0.021987944617706062,0.021564275905065485,0.02180632968075538,1557503.6027874565,84616347.07665505
2024-08-09,2024-08-10,0.022124736730565735,0.022125545072534364,0.021317346026162056,0.021692707546158655,3080405.087108014,84268669.06968641
2024-08-08,2024-08-09,0.02019221388297353,0.02216691039098644,0.01962855261958346,0.022136352513751883,8215022.81533101,81802637.81881534
2024-08-07,2024-08-08,0.0191836086141065,0.021006071961732806,0.019086199057238417,0.020522915220875557,2543269.0662020906,76392393.28222996
2024-08-06,2024-08-07,0.018150116993639453,0.019426613133071965,0.018150116993639453,0.01918229786447758,3631196.7038327525,73557227.32055749
2024-08-05,2024-08-06,0.019599342341308206,0.019599342341308206,0.01624526967573245,0.01812895570724695,4381604.804878049,68595169.0348432
2024-08-04,2024-08-05,0.02086137317041728,0.02101481107037566,0.01905963477115737,0.019558639964522836,2387679.212543554,78815761.96864112
2024-08-03,2024-08-04,0.021873494322737694,0.022028447250668368,0.020409763195835772,0.020786676684077757,4376238.383275261,82818365.98954704
2024-08-02,2024-08-03,0.023883448479854227,0.023883448479854227,0.02193155779854713,0.02203035000276769,2687987.74912892,89076286.06620209
2024-08-01,2024-08-02,0.024540446829126986,0.024540446829126986,0.02309472887850858,0.02389161546284382,3355462.968641115,92385220.42160279
2024-07-31,2024-08-01,0.025458348199156048,0.026005665269725736,0.024448464757240912,0.02452224409430205,7489538.411149826,97647697.17073171
2024-07-30,2024-07-31,0.024987333655336962,0.025443411588814985,0.024841987115267333,0.02519402246852302,5743017.891986063,97716421.48780487
2024-07-29,2024-07-30,0.024969313114089956,0.025820347715772914,0.024817809628118193,0.02493290296223576,9726992.491289198,98070149.50522648
2024-07-28,2024-07-29,0.025092471805455832,0.025428235366713948,0.024384901343109337,0.024971230265697485,6065947.3066202095,96654843.31707317
2024-07-27,2024-07-28,0.02487620141402122,0.02530005914802365,0.024715837787065653,0.02523810572208908,4802952.780487805,97123837.5261324
2024-07-26,2024-07-27,0.024025919037491957,0.02489324500451961,0.023898850194066935,0.02488085176297664,5561725.982578397,94913654.43902439
2024-07-25,2024-07-26,0.024820415826458792,0.024875298103576554,0.023340416694461037,0.024038895361040737,5801991.2613240415,92658180.31358884
2024-07-24,2024-07-25,0.024834104905143466,0.025150922305240037,0.02446402510169945,0.024761873849200255,5154519.703832753,96485838.28571428
2024-07-23,2024-07-24,0.025064202107431426,0.025371482136693442,0.024624949252515776,0.024775109320331473,125066161.07317074,96850464.17421603
2024-07-22,2024-07-23,0.02601366563311106,0.026060775271070494,0.024982783106882286,0.025081743880454917,80161081.27719298,98488229.83157894
2024-07-21,2024-07-22,0.0258084807126479,0.026843618940574944,0.02502793974881014,0.025984254098320256,6183748.247386759,99818298.54355401
2024-07-20,2024-07-21,0.025711672735766175,0.02599927010126022,0.02541919970693021,0.02578691341172117,3793687.1114982576,100243876.3554007
