Start,End,Open,High,Low,Close,Volume,Market Cap
2025-08-14,2025-08-15,0.0016502854360216797,0.0016502854360216797,0.0012430044769596714,0.0012497309728779081,168.30517595818782,0
2025-08-13,2025-08-14,0.0016681156588638486,0.0016838835781384383,0.001553593720387607,0.0016514593606759007,374.0328766550521,0
2025-08-12,2025-08-13,0.0015132055511702727,0.0016701361805749886,0.001467805582163873,0.0016699179888700847,57.55119268292681,0
2025-08-11,2025-08-12,0.001771611494194408,0.0018118141710613785,0.0015115303660635847,0.0015135430191370606,112.60631602787444,0
2025-08-10,2025-08-11,0.0017248690477338778,0.0017723996073219657,0.0014417099182283113,0.0017696665088369748,242.9896571428571,0
2025-08-09,2025-08-10,0.0014919254608120763,0.001732687856040361,0.0014640899393946276,0.0017235762413220861,73.83446883587303,0
2025-08-08,2025-08-09,0.0014601276712619981,0.001494025749906496,0.0014403309381540762,0.001492314690341896,189.78068780487808,0
2025-08-07,2025-08-08,0.0011909193185144034,0.0014595099370693844,0.0011900280281025757,0.0014595099370693844,270.15020174216033,0
2025-08-06,2025-08-07,0.0013055960761645497,0.001419261721303138,0.0011902514549334221,0.001190901961506295,42.38616341463414,0
2025-08-05,2025-08-06,0.0015783059599776808,0.001578649280834136,0.0012894088463553906,0.0013064511085819344,71.2456825783971,0
2025-08-04,2025-08-05,0.0013177942578083066,0.0015781331659503086,0.0013171210097608385,0.001577174255710308,255.42908935266445,0
2025-08-03,2025-08-04,0.0016002038499740615,0.001607139195596277,0.001300410398632139,0.0013177942578083066,474.63692439024413,0
2025-08-02,2025-08-03,0.0014775406737718721,0.001478046925323681,0.0013545185831717829,0.0013576667086097666,70.22076525368432,0
2025-08-01,2025-08-02,0.0015713967948635874,0.0016016386720992643,0.0014743251177146127,0.001477864813663448,121.80364320557507,0
2025-07-31,2025-08-01,0.0014237612038682508,0.0015961676816574621,0.0014187967754618058,0.0015714304608145456,9.419415147003004,0
